Unnamed: 0,Tweets,id,len,date,source,likes,retweets,cleaned_tweet,processed_tweet,extracted_locations,primary_location,crime_category,security_level
324,WANTED for A Robbery at 925 Hunts Point Avenue . #Bronx @NYPD41pct on 3/8/22 @ 12:45 PM three unknown males approached the victim from behind and began going through the victim's pockets to remove property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/FORwoVP4aI,1510078055280222209,294,2022-04-02 02:13:58+00:00,Twitter for iPad,26,33,wanted for a robbery at hunts point avenue bronx on pm three unknown males approached the victim from behind and began going through the victims pockets to remove property reward up to call tips calls are confidential,wanted robbery hunts point avenue bronx three unknown males approached victim behind began going victims pockets remove property reward call tips calls confidential,['Bronx'],Bronx,violent_crime,high
325,🚨WANTED￼🚨for an ASSAULT in front of 30-05 Whitestone Expressway #Queens @NYPD109pct on 3/20/22@ 1:50A.M. The individual shot the victim twice in the leg &amp; once in the buttocks.💰Reward up to $3500 Know who he is?￼☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/bVDe8o8qae,1509781767594594321,285,2022-04-01 06:36:38+00:00,Twitter for iPad,22,30,wantedfor an assault in front of whitestone expressway queens on am the individual shot the victim twice in the leg amp once in the buttocksreward up to know who he iscall tips calls are confidential,wantedfor assault front whitestone expressway queens individual shot victim twice leg amp buttocksreward know iscall tips calls confidential,['Queens'],Queens,violent_crime,high
326,"🚨WANTED🚨for a Robbery in the vicinity of 108 St &amp; Martense Ave #Queens @NYPD110pct on 2/7/22@ 7:50P.M.The individuals simulated a firearm, assaulted both victims &amp; took their property💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/MSVxZDeKDg",1509781038041636866,297,2022-04-01 06:33:44+00:00,Twitter for iPad,21,24,wantedfor a robbery in the vicinity of st amp martense ave queens on pmthe individuals simulated a firearm assaulted both victims amp took their propertyreward up to know who they arecall tips calls are confidential,wantedfor robbery vicinity amp martense ave queens pmthe individuals simulated firearm assaulted victims amp took propertyreward know arecall tips calls confidential,['Queens'],Queens,violent_crime,high
327,🚨WANTED￼🚨for an ASSAULT in the vicinity of Water St &amp; Jackson St #Manhattan @NYPD7pct on 3/30/22@ 11:16P.M. The individual slashed the victim with a machete causing a severe injury.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/cawEkdWtIP,1509777348631089162,289,2022-04-01 06:19:04+00:00,Twitter for iPad,28,25,wantedfor an assault in the vicinity of water st amp jackson st manhattan on pm the individual slashed the victim with a machete causing a severe injuryreward up to know who he iscall tips calls are confidential,wantedfor assault vicinity water amp jackson manhattan individual slashed victim machete causing severe injuryreward know iscall tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
328,"🚨WANTED￼🚨for an ASSAULT on the “L” train @ Montrose Ave #Brooklyn  @NYPD90pct on 3/31/22@ 4:20A.M. The individuals punched, kicked &amp; struck the 65y/o victim with a glass bottle in his head.💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/Z6AsZtpCH4",1509775965894889476,300,2022-04-01 06:13:35+00:00,Twitter for iPad,38,43,wantedfor an assault on the l train montrose ave brooklyn on am the individuals punched kicked amp struck the yo victim with a glass bottle in his headreward up to know who they arecall tips calls are confidential,wantedfor assault train montrose ave brooklyn individuals punched kicked amp struck victim glass bottle headreward know arecall tips calls confidential,['Brooklyn'],Brooklyn,violent_crime,high
329,🚨WANTED￼🚨for Multiple Burglaries the first occurred @ 206 East 124 St. #Manhattan @NYPD25pct on 3/10/22@ 7 A.M. The individual gains access from the basement of the building and removed property💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/fRLcB8iay7,1509769919616929807,298,2022-04-01 05:49:33+00:00,Twitter for iPad,31,23,wantedfor multiple burglaries the first occurred east st manhattan on am the individual gains access from the basement of the building and removed propertyreward up to know who he iscall tips calls are confidential,wantedfor multiple burglaries first occurred east manhattan individual gains access basement building removed propertyreward know iscall tips calls confidential,['Manhattan'],Manhattan,property_crime,moderate
330,🚨WANTED￼🚨for an Assault in the vicinity of Broadway and 73rd Street #Jacksonheights #queens On 03/18/22 @ 9:40 PM💰Reward up to $3500 Seen him? Know who he is?📲Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/aKQttzkAif,1509739121245364225,254,2022-04-01 03:47:10+00:00,Twitter for iPad,89,69,wantedfor an assault in the vicinity of broadway and rd street jacksonheights queens on pmreward up to seen him know who he iscall tips or dm us calls are confidential yourcityyourcall,wantedfor assault vicinity broadway street jacksonheights queens pmreward seen know iscall tips calls confidential yourcityyourcall,['Queens'],Queens,violent_crime,high
331,"WANTED for ROBBERY:On 3/30/22 at approx. 4:47 AM, vicinity of Fairview Ave &amp; Wadsworth Terrace.The suspects displayed a firearm then punched the victim and removed his property. Call us at 800-577-TIPS or go onto our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/KS25l48hiZ",1509598083667136520,297,2022-03-31 18:26:44+00:00,Twitter for iPad,19,22,wanted for robberyon at approx am vicinity of fairview ave amp wadsworth terracethe suspects displayed a firearm then punched the victim and removed his property call us at tips or go onto our website reward up to,wanted robberyon approx vicinity fairview ave amp wadsworth terracethe suspects displayed firearm punched victim removed property call tips onto website reward,['Unknown'],Unknown,violent_crime,high
332,"WANTED for AGGRAVATED HARASSMENT: On 3/1/22 @ 8:55 PM, @NYPD122PCT @ 2590 Hylan Blvd (Retro Fitness Underground Park the unidentified individual drew a swastika on a parking lot support beam. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/SU0S2pWh0c",1509352263499886611,282,2022-03-31 02:09:56+00:00,Twitter Web App,13,17,wanted for aggravated harassment on pm hylan blvd retro fitness underground park the unidentified individual drew a swastika on a parking lot support beam any info call us tips or dm nypdtips reward up to,wanted aggravated harassment hylan blvd retro fitness underground park unidentified individual drew swastika parking lot support beam info call tips nypdtips reward,['Unknown'],Unknown,public_disturbance,low
333,***ADDITIONAL IMAGES*** https://t.co/ju6Y8TkB7d,1509350530266640385,47,2022-03-31 02:03:03+00:00,Twitter Web App,32,26,additional images,additional images,['Unknown'],Unknown,other,unknown
334,"🚨WANTED-ASSAULT: 3/19/22 at approx. 2:22 PM, northbound 'A' train at W 190 St @NYPD34PCT Manhattan. The suspect began spitting at a 22 Y/O male vic before attacking him &amp; ripping out his hair while making anti-gay remarks.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/3O2pKR4JxI",1509350526361776128,306,2022-03-31 02:03:02+00:00,Twitter Web App,75,82,wantedassault at approx pm northbound a train at w st manhattan the suspect began spitting at a yo male vic before attacking him amp ripping out his hair while making antigay remarks any info call us at tips reward up to,wantedassault approx northbound train manhattan suspect began spitting male vic attacking amp ripping hair making antigay remarks info call tips reward,['Manhattan'],Manhattan,violent_crime,high
335,***ADDITIONAL IMAGES*** https://t.co/8TZIXvYwq0,1509348155653246976,47,2022-03-31 01:53:37+00:00,Twitter Web App,17,23,additional images,additional images,['Unknown'],Unknown,other,unknown
336,"🚨WANTED-ROBBERY: 3/30/22 at approx. 3:47 AM, inside a parking garage 1100 Franklin Ave @NYPD42PCT Bronx.  The suspects pointed a firearm at an elderly male, then fled with property from the office &amp; a Toyota Camry.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/aOCcuR3ese",1509348150775062528,297,2022-03-31 01:53:36+00:00,Twitter Web App,70,54,wantedrobbery at approx am inside a parking garage franklin ave bronx the suspects pointed a firearm at an elderly male then fled with property from the office amp a toyota camry any info call us at tips reward up to,wantedrobbery approx inside parking garage franklin ave bronx suspects pointed firearm elderly male fled property office amp toyota camry info call tips reward,['Bronx'],Bronx,violent_crime,high
337,"WANTED for HOMICIDE: On 3/26/22 @ 8:10 PM, @NYPD101PCT outside of 624 Grassmere Terrace the unidentified individual discharged a firearm @ a 26-year-old victim striking him in the head causing his death. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/YJZkeBw4m4",1509347437445537798,294,2022-03-31 01:50:46+00:00,Twitter Web App,124,79,wanted for homicide on pm outside of grassmere terrace the unidentified individual discharged a firearm a yearold victim striking him in the head causing his death any info call us tips or dm nypdtips reward up to,wanted homicide outside grassmere terrace unidentified individual discharged firearm yearold victim striking head causing death info call tips nypdtips reward,['Unknown'],Unknown,violent_crime,high
338,"WANTED for ROBBERY: On 3/26/22 @ 10:18 AM, @NYPD17PCT inside Duane Reade located at 155 E 34 St the unidentified individual was removing property when a security guard intervened the unidentified male produced a hypodermic needle &amp; tried to stab the victim. https://t.co/0tJE8FWSls",1509056209998991360,285,2022-03-30 06:33:32+00:00,Twitter Web App,101,85,wanted for robbery on am inside duane reade located at e st the unidentified individual was removing property when a security guard intervened the unidentified male produced a hypodermic needle amp tried to stab the victim,wanted robbery inside duane reade located unidentified individual removing property security guard intervened unidentified male produced hypodermic needle amp tried stab victim,['Unknown'],Unknown,violent_crime,high
339,WANTED for BURGLARY: On Two occasions in March @NYPD66PCT inside Yeshiva Birchas Duvid Synagogue the unidentified individual entered the location &amp; removed property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/RsfR5eLlfE,1509054343693090816,260,2022-03-30 06:26:07+00:00,Twitter Web App,30,30,wanted for burglary on two occasions in march inside yeshiva birchas duvid synagogue the unidentified individual entered the location amp removed property any info call us tips or dm nypdtips reward up to,wanted burglary two occasions march inside yeshiva birchas duvid synagogue unidentified individual entered location amp removed property info call tips nypdtips reward,['Unknown'],Unknown,property_crime,moderate
340,"WANTED for CRIMINAL MISCHIEF: On 3/24/22 @ 10:00 AM, @NYPD10PCT, vicinity of W 37 St &amp; 9 Ave  an unidentified individual approached the vehicle with a cinder block smashing the window &amp; removed property ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/fOIahODobA",1509051541520531459,301,2022-03-30 06:14:58+00:00,Twitter Web App,86,63,wanted for criminal mischief on am vicinity of w st amp ave an unidentified individual approached the vehicle with a cinder block smashing the window amp removed property any info call us tips or dm nypdtips reward up to,wanted criminal mischief vicinity amp ave unidentified individual approached vehicle cinder block smashing window amp removed property info call tips nypdtips reward,['Unknown'],Unknown,property_crime,moderate
341,"WANTED for An Assault: On Sunday March 27, 2022 at Approx. 11:40 P.M. on the N/B “3” train at the Harlem-148th St. Station @nypd32pct a unknown individual slashed a 40 year old male in his chest  causing serious physical injury. .. Call @ 800-577-TIPS or DM NYPDTips https://t.co/5X0tifbgjo",1508989137977843712,290,2022-03-30 02:07:00+00:00,Twitter Web App,28,37,wanted for an assault on sunday march at approx pm on the nb train at the harlemth st station a unknown individual slashed a year old male in his chest causing serious physical injury call tips or dm nypdtips,wanted assault sunday march approx train harlemth station unknown individual slashed year old male chest causing serious physical injury call tips nypdtips,['Manhattan'],Manhattan,violent_crime,high
342,"WANTED for A Sexual Abuse inside the prospect park station,  #Brooklyn @NYPDTransit on 3/24/22 @ 7:10 AM, the individual grabbed the female victim, forcibly ripped at her clothes while touching her private area. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/wOcJGZ7xTK",1508741530890211333,288,2022-03-29 09:43:06+00:00,Twitter for iPad,39,40,wanted for a sexual abuse inside the prospect park station brooklyn on am the individual grabbed the female victim forcibly ripped at her clothes while touching her private area reward up to call tips confidential,wanted sexual abuse inside prospect park station brooklyn individual grabbed female victim forcibly ripped clothes touching private area reward call tips confidential,['Brooklyn'],Brooklyn,other,unknown
343,"🚨WANTED🚨for A ROBBERY  at McDonald’s 429 7th ave, #Manhattan @NYPDMTS on 2/28/22 @ 7:42 A.M. The individual punched victim multiple times and forcibly removed the victims property.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/7cGGM8DQXA",1508740097897897991,283,2022-03-29 09:37:25+00:00,Twitter for iPad,100,98,wantedfor a robbery at mcdonalds th ave manhattan on am the individual punched victim multiple times and forcibly removed the victims propertyreward up to know who he iscall tips calls are confidential,wantedfor robbery mcdonalds ave manhattan individual punched victim multiple times forcibly removed victims propertyreward know iscall tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
344,"🚨WANTED🚨for an Assault at a pawn shop, 178-22 Jamaica Ave, #Queens @NYPD103Pct On 03/26/22 @ 12:59 PM, Individual struck victim multiple times on the head.  Reward up to $3500 Seen him?Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/UIeaZq1R00",1508738615387607043,296,2022-03-29 09:31:31+00:00,Twitter for iPad,11,20,wantedfor an assault at a pawn shop jamaica ave queens on pm individual struck victim multiple times on the head reward up to seen himknow who he is call tips or dm us calls are confidential yourcityyourcall,wantedfor assault pawn shop jamaica ave queens individual struck victim multiple times head reward seen himknow call tips calls confidential yourcityyourcall,['Queens'],Queens,violent_crime,high
345,"WANTED for A Forcible Touching on a Coney Island bound B82 MTA bus,. #Brooklyn @NYPD61Pct on 3/15/22 @ 5:50 AM, the individual touched the 19-year-old female victim’s private area over the clothing before fleeing. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/dzPoPZpmga",1508736778387210241,290,2022-03-29 09:24:13+00:00,Twitter for iPad,19,25,wanted for a forcible touching on a coney island bound b mta bus brooklyn on am the individual touched the yearold female victims private area over the clothing before fleeing reward up to call tips confidential,wanted forcible touching coney island bound mta bus brooklyn individual touched yearold female victims private area clothing fleeing reward call tips confidential,['Brooklyn'],Brooklyn,other,unknown
346,"🚨WANTED🚨for A ROBBERY  corner of Thomas Boyland st. &amp; Dean St.,#Brooklyn @NYPD73Pct on 2/24/22 @ 7:35 P.M. The individuals displayed a knife and forcibly removed the 15 year old victims property.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/ppPO3mdU36",1508734947137359880,302,2022-03-29 09:16:56+00:00,Twitter for iPad,31,44,wantedfor a robbery corner of thomas boyland st amp dean stbrooklyn on pm the individuals displayed a knife and forcibly removed the year old victims propertyreward up to know who he iscall tips calls are confidential,wantedfor robbery corner thomas boyland amp dean stbrooklyn individuals displayed knife forcibly removed year old victims propertyreward know iscall tips calls confidential,['Brooklyn'],Brooklyn,violent_crime,high
347,"🚨WANTED🚨for A ROBBERY on the mezzanine @ 42 st-Bryant park station,#Manhattan  @NYPDMTS on 3/23/22@ 11:30 A.M. The individual snatched victims wallet and punched victim in the face.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/s7BiPbcQPD",1508630562105397252,284,2022-03-29 02:22:09+00:00,Twitter for iPad,25,40,wantedfor a robbery on the mezzanine stbryant park stationmanhattan on am the individual snatched victims wallet and punched victim in the facereward up to know who he iscall tips calls are confidential,wantedfor robbery mezzanine stbryant park stationmanhattan individual snatched victims wallet punched victim facereward know iscall tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
348,"🚨WANTED￼🚨for A HOMICIDE in front of 800 East 92 St.  #Brooklyn @NYPD67pct on 3/19/22@ 1:09P.M. While one individual assaulted the victim, the other individual shot &amp; killed the victim.💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/vSOB1y0r9l",1507951631865942018,295,2022-03-27 05:24:20+00:00,Twitter for iPad,54,53,wantedfor a homicide in front of east st brooklyn on pm while one individual assaulted the victim the other individual shot amp killed the victimreward up to know who they arecall tips calls are confidential,wantedfor homicide front east brooklyn one individual assaulted victim individual shot amp killed victimreward know arecall tips calls confidential,['Brooklyn'],Brooklyn,violent_crime,high
349,"🚨WANTED🚨for A ROBBERY @ Metro PCS)located@ 5585 Broadway #Bronx @NYPD50pct on 3/25/22@ 6:17P.M. The individual displayed a firearm and demanded cash.  The individual removed $1,764 cash &amp; fled.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/hVxz4WkyKW",1507949586882703360,301,2022-03-27 05:16:12+00:00,Twitter for iPad,31,28,wantedfor a robbery metro pcslocated broadway bronx on pm the individual displayed a firearm and demanded cash the individual removed cash amp fledreward up to know who he iscall tips calls are confidential,wantedfor robbery metro pcslocated broadway bronx individual displayed firearm demanded cash individual removed cash amp fledreward know iscall tips calls confidential,['Bronx'],Bronx,violent_crime,high
350,🚨WANTED￼🚨for A ROBBERY in the vicinity of East 87 St. &amp;  2nd Ave.  #Manhattan  @NYPD19pct on 3/3/22@ 10:33P.M. The individual tackled the victim to the ground and took the victim’s wallet.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/fPlBq78MM8,1507947831600066560,296,2022-03-27 05:09:14+00:00,Twitter for iPad,48,50,wantedfor a robbery in the vicinity of east st amp nd ave manhattan on pm the individual tackled the victim to the ground and took the victims walletreward up to know who he iscall tips calls are confidential,wantedfor robbery vicinity east amp ave manhattan individual tackled victim ground took victims walletreward know iscall tips calls confidential,['Manhattan'],Manhattan,violent_crime,high
351,🚨WANTED￼🚨for A ROBBERY The pharmacy is located@ 9311 Church Ave #Brooklyn  @NYPD67pct on 3/22/22@ 5P.M.The individuals removed multiple bottles of Promethazine from behind the pharmacy counter.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/StX2RLYfUn,1507940634577055754,299,2022-03-27 04:40:38+00:00,Twitter for iPad,46,48,wantedfor a robbery the pharmacy is located church ave brooklyn on pmthe individuals removed multiple bottles of promethazine from behind the pharmacy counterreward up to know who they arecall tips calls are confidential,wantedfor robbery pharmacy located church ave brooklyn pmthe individuals removed multiple bottles promethazine behind pharmacy counterreward know arecall tips calls confidential,['Brooklyn'],Brooklyn,violent_crime,high
352,🚨WANTED🚨for an Assault in front of 127 Riverdale Avenue #brownsville #brooklyn On 03/25/22 @ 6:00 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/vnIZBB9wWl,1507660977898143748,245,2022-03-26 10:09:22+00:00,Twitter for iPad,57,58,wantedfor an assault in front of riverdale avenue brownsville brooklyn on pm reward up to seen them know who they are call tips or dm us calls are confidential yourcityyourcall,wantedfor assault front riverdale avenue brownsville brooklyn reward seen know call tips calls confidential yourcityyourcall,"['Bronx', 'Brooklyn']",Bronx,violent_crime,high
353,￼WANTED￼for an Burglary in the vicinity of 116 Street and 2nd Avenue #eastharlem #manhattan  On 03/24/22 @ 8:00 AM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/DOUZ4zTQm2,1507586359434878978,255,2022-03-26 05:12:52+00:00,Twitter for iPad,70,57,wantedfor an burglary in the vicinity of street and nd avenue eastharlem manhattan on am reward up to seen him know who he is call tips or dm us calls are confidential yourcityyourcall,wantedfor burglary vicinity street avenue eastharlem manhattan reward seen know call tips calls confidential yourcityyourcall,['Manhattan'],Manhattan,property_crime,moderate
354,🚨WANTED🚨for an Assault in the vicinity of 188 Street and Henderson Avenue #holis #Queens On 03/25/22 @ 2:46 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/NZZQv5nvqT,1507581854995685380,255,2022-03-26 04:54:58+00:00,Twitter for iPad,27,26,wantedfor an assault in the vicinity of street and henderson avenue holis queens on pm reward up to seen them know who they are call tips or dm us calls are confidential yourcityyourcall,wantedfor assault vicinity street henderson avenue holis queens reward seen know call tips calls confidential yourcityyourcall,['Queens'],Queens,violent_crime,high
355,🚨WANTED🚨for an Burglary inside of Laser Bounce Family Fun Center located at 80-28 Cooper Avenue #glendale #Queens  On 03/06/22 @ 6:48 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/LOjhCvevWe,1507546616441487360,281,2022-03-26 02:34:56+00:00,Twitter for iPad,37,29,wantedfor an burglary inside of laser bounce family fun center located at cooper avenue glendale queens on pm reward up to seen them know who they are call tips or dm us calls are confidential yourcityyourcall,wantedfor burglary inside laser bounce family fun center located cooper avenue glendale queens reward seen know call tips calls confidential yourcityyourcall,['Queens'],Queens,property_crime,moderate
356,"WANTED for a Commercial Burglary located at 1799 US HWY Route 10 East #MorrisPlains #NewJersey On 2/01/22 @ 5:00 AM Reward up to $1,000 Seen them? Know who they are? Call The Morris County Sheriff’s CrimeStoppers 973-267-2255 or https://t.co/lCsNRhgLUF! Calls are CONFIDENTIAL! https://t.co/OKJkFzHywS",1507510140446064651,301,2022-03-26 00:10:00+00:00,Twitter for iPad,7,9,wanted for a commercial burglary located at us hwy route east morrisplains newjersey on am reward up to seen them know who they are call the morris county sheriffs crimestoppers or calls are confidential,wanted commercial burglary located hwy route east morrisplains newjersey reward seen know call morris county sheriffs crimestoppers calls confidential,['Unknown'],Unknown,property_crime,moderate
357,"🚨WANTED-ROBBERY: On 3/21/22 at approx. 4:30 AM, inside the Bowling Green Subway station @NYPD1PCT Manhattan. The suspect slapped a 26 year-old female victim &amp; took her phone.  Any info call us at 800-577-TIPS or anonymously post to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/ycMH1W9tg5",1507175165200936960,306,2022-03-25 01:58:56+00:00,Twitter Web App,15,20,wantedrobbery on at approx am inside the bowling green subway station manhattan the suspect slapped a yearold female victim amp took her phone any info call us at tips or anonymously post to reward up to,wantedrobbery approx inside bowling green subway station manhattan suspect slapped yearold female victim amp took phone info call tips anonymously post reward,['Manhattan'],Manhattan,violent_crime,high
358,"🚨WANTED-BURGLARY: On 2/26/22 at approx. 7:58 AM, vicinity of E 176 &amp; Anthony Ave @NYPD46PCT Bronx. The suspect unlawfully entered a bldg mailroom &amp; removed property.  Any info call us at 800-577-TIPS or  post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500. https://t.co/M65vPBJ0YF",1507173945312698373,307,2022-03-25 01:54:05+00:00,Twitter Web App,23,19,wantedburglary on at approx am vicinity of e amp anthony ave bronx the suspect unlawfully entered a bldg mailroom amp removed property any info call us at tips or post a tip on our website reward up to,wantedburglary approx vicinity amp anthony ave bronx suspect unlawfully entered bldg mailroom amp removed property info call tips post tip website reward,['Bronx'],Bronx,property_crime,moderate
359,"🚨WANTED for attempted ROBBERY: On 3/17/22 at approx. 3:26 PM, inside VV Pharmacy 3593 3 Ave @NYPD42PCT Bronx.  The suspect displayed a firearm &amp; demanded cash from the clerk, but fled with nothing.  Any info call us at 800-577-TIPS     Reward up to $3,500. https://t.co/B6Pz22Drzk",1507172667085967360,284,2022-03-25 01:49:00+00:00,Twitter Web App,23,21,wanted for attempted robbery on at approx pm inside vv pharmacy ave bronx the suspect displayed a firearm amp demanded cash from the clerk but fled with nothing any info call us at tips reward up to,wanted attempted robbery approx inside pharmacy ave bronx suspect displayed firearm amp demanded cash clerk fled nothing info call tips reward,['Bronx'],Bronx,violent_crime,high
360,"🚨WANTED for a Bronx ROBBERY Pattern: 5 incidents in March the suspect approaches female victims and forcibly removes their bags, &amp; has been seen fleeing the depicted vehicle. Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/tlZyUYQL0z",1507171627548790788,297,2022-03-25 01:44:52+00:00,Twitter Web App,11,20,wanted for a bronx robbery pattern incidents in march the suspect approaches female victims and forcibly removes their bags amp has been seen fleeing the depicted vehicle any info call us at tips or post a tip to reward up to,wanted bronx robbery pattern incidents march suspect approaches female victims forcibly removes bags amp seen fleeing depicted vehicle info call tips post tip reward,['Bronx'],Bronx,violent_crime,high
361,"🚨WANTED for ROBBERY: On 3/17/22 at approx. 10:40 AM, inside Melrose Deli 554 E 149 @NYPD40PCT Bronx.  The suspect displayed a firearm &amp; demanded the victim's property. He then took the victim's cash &amp; fled.  Any info call us at 800-577-TIPS  Reward up to $3,500. https://t.co/GWX9P88tfX",1507168224168849410,294,2022-03-25 01:31:21+00:00,Twitter Web App,19,23,wanted for robbery on at approx am inside melrose deli e bronx the suspect displayed a firearm amp demanded the victims property he then took the victims cash amp fled any info call us at tips reward up to,wanted robbery approx inside melrose deli bronx suspect displayed firearm amp demanded victims property took victims cash amp fled info call tips reward,['Bronx'],Bronx,violent_crime,high
362,"WANTED for ASSAULT: On 3/2/22 @ 5:25 PM, @NYPD84PCT, on a S/B “A” train approaching the Jay St subway station, these unknown individuals assaulted two victims causing physical injuries. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/UtSFcZoJV6",1506866011257118730,276,2022-03-24 05:30:27+00:00,Twitter Web App,46,46,wanted for assault on pm on a sb a train approaching the jay st subway station these unknown individuals assaulted two victims causing physical injuries any info call us tips or dm nypdtips reward up to,wanted assault train approaching jay subway station unknown individuals assaulted two victims causing physical injuries info call tips nypdtips reward,['Unknown'],Unknown,violent_crime,high
363,"WANTED for ROBBERY: On 3/20/22 @ 5:05 AM, @NYPD25PCT, 7 Eleven located at 2256 2nd Ave the unidentified individual displayed a knife &amp; removed property from the location. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/d8noxqiLPY",1506763090981003268,265,2022-03-23 22:41:29+00:00,Twitter Web App,25,27,wanted for robbery on am eleven located at nd ave the unidentified individual displayed a knife amp removed property from the location any info call us tips or dm nypdtips reward up to,wanted robbery eleven located ave unidentified individual displayed knife amp removed property location info call tips nypdtips reward,['Unknown'],Unknown,violent_crime,high
364,"WANTED for ROBBERY: On 3/16/22 @ 10:30 PM, @NYPD60PCT, on a S/B 'D' line train, a 33-year-old victim was approached by the unidentified individual who displayed a knife &amp; slashed her on both sides of her face. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/FHCrjbKeiS",1506480680854773760,304,2022-03-23 03:59:18+00:00,Twitter Web App,47,48,wanted for robbery on pm on a sb d line train a yearold victim was approached by the unidentified individual who displayed a knife amp slashed her on both sides of her face any info call us tips or dm nypdtips reward up to,wanted robbery line train yearold victim approached unidentified individual displayed knife amp slashed sides face info call tips nypdtips reward,['Unknown'],Unknown,violent_crime,high
365,"🚨WANTED-ASSAULT: 3/20/22 at approx. 2:45 PM, in the vicinity of Chrystie &amp; Canal St @NYPD5PCT Manhattan.  The suspects struck a 52 year-old victim on the head multiple times.  Any info call us at 800-577-TIPS or anonymously post a tip https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/2XOU3OHdB1",1506479187426746368,307,2022-03-23 03:53:21+00:00,Twitter Web App,17,15,wantedassault at approx pm in the vicinity of chrystie amp canal st manhattan the suspects struck a yearold victim on the head multiple times any info call us at tips or anonymously post a tip reward up to,wantedassault approx vicinity chrystie amp canal manhattan suspects struck yearold victim head multiple times info call tips anonymously post tip reward,['Manhattan'],Manhattan,violent_crime,high
366,***Additional Video*** https://t.co/ToC55lx43c,1506472713057030148,46,2022-03-23 03:27:38+00:00,Twitter Web App,43,45,additional video,additional video,['Unknown'],Unknown,other,unknown
367,"🚨WANTED for an ASSAULT: On 3/14/22 at approx. 3:57 PM, inside the Van Siclen Ave train station @NYPD75PCT Brooklyn.  The suspects punched and kicked a 14 year-old victim on the head and body.  Any info call us at 800-577-TIPS  Reward up to $3,500. https://t.co/iBLDHy0Ilx",1506472691687120901,271,2022-03-23 03:27:33+00:00,Twitter Web App,84,111,wanted for an assault on at approx pm inside the van siclen ave train station brooklyn the suspects punched and kicked a yearold victim on the head and body any info call us at tips reward up to,wanted assault approx inside van siclen ave train station brooklyn suspects punched kicked yearold victim head body info call tips reward,['Brooklyn'],Brooklyn,violent_crime,high
